time,x_original,x_envelope,x_triangle,x_square,v_original,v_envelope,v_triangle,v_square,a_original,a_envelope,a_triangle,a_square
0.39,0.007233528946627341,0.004199154229167935,0.005148000000000001,0.01,0.014315709051321334,0.009790380714965298,0.013199999999999974,0.0,-0.03109392896159021,-0.012292693714365584,-2.168404344971009e-15,0.0
0.4,0.007375131173581739,0.004296443366861468,0.00528,0.01,0.014001692567366854,0.009664670569197332,0.013199999999999974,0.0,-0.03170261797330598,-0.012847867106448134,4.336808689942018e-15,0.0
0.41000000000000003,0.007513562797974678,0.004392447640551881,0.005412,0.01,0.013681656691855214,0.009533423372836336,0.01320000000000006,0.0,-0.0322976778848209,-0.013399948827579316,4.336808689942018e-15,0.0
0.42,0.007648764307418844,0.004487111834318195,0.005544000000000001,0.01,0.013355739009670436,0.009396671592645746,0.01320000000000006,0.0,-0.03287885287715786,-0.013948628966612905,0.0,0.0
0.43,0.007780677578168087,0.004580381072404796,0.005676000000000001,0.01,0.013024079634312057,0.009254450793504078,0.01320000000000006,0.0,-0.033445893100547075,-0.014493597898989838,-2.168404344971009e-15,0.0
0.44,0.007909245900105085,0.004672200850188276,0.005808000000000002,0.01,0.012686821147659495,0.009106799634665949,0.013200000000000017,0.0,-0.03399855478180549,-0.015034546461615683,-6.5052130349130266e-15,0.0
0.45,0.008034414001121277,0.004762517065098115,0.005940000000000002,0.01,0.012344108538675947,0.008953759864271764,0.01319999999999993,0.0,-0.034536600329131396,-0.015571166128193481,0.0,0.0
0.46,0.008156128070878604,0.0048512760474737114,0.006072000000000001,0.01,0.011996089141076867,0.00879537631210208,0.013200000000000017,0.0,-0.0350597984343122,-0.016103149184894857,2.168404344971009e-15,0.0
0.47000000000000003,0.008274335783942814,0.004938424591340157,0.006204000000000002,0.01,0.011642912569989703,0.008631696880573867,0.013199999999999974,0.0,-0.035567924172100196,-0.016630188906221945,-4.336808689942018e-15,0.0
0.48,0.008388986322278398,0.005023909985085189,0.0063360000000000005,0.01,0.011284730657634863,0.00846277253397764,0.01319999999999993,0.0,-0.03606075909688873,-0.017151979731025446,4.336808689942018e-15,0.0
0.49,0.008500030397095511,0.00510768004201971,0.006468000000000001,0.01,0.010921697388051928,0.008288657285953358,0.01320000000000006,0.0,-0.036538091336708184,-0.017668217438531354,6.5052130349130266e-15,0.0
0.5,0.008607420270039436,0.005189683130804256,0.006600000000000002,0.01,0.0105539688309007,0.008109408185207013,0.01320000000000006,0.0,-0.03699971568427076,-0.018178599324254925,-4.336808689942018e-15,0.0
0.51,0.008711109773713525,0.00526986820572385,0.006732000000000002,0.01,0.010181703074366513,0.00792508529946826,0.013199999999999974,0.0,-0.03744543368514649,-0.018682824375793224,-2.168404344971009e-15,0.0
0.52,0.008811054331526767,0.005348184836793621,0.006864000000000001,0.01,0.00980506015719777,0.007735751697691149,0.013200000000000017,0.0,-0.037875053723120285,-0.0191805934482989,2.168404344971009e-15,0.0
0.53,0.00890721097685748,0.005424583239677673,0.006996000000000002,0.01,0.009424201999904108,0.007541473430502281,0.013200000000000017,0.0,-0.03828839110258265,-0.019671609439546323,0.0,0.0
0.54,0.008999538371524849,0.005499014305403667,0.0071280000000000015,0.01,0.009039292335146117,0.007342319508900222,0.013200000000000017,0.0,-0.03868526812791061,-0.020155577464544498,0.0,0.0
0.55,0.009087996823560403,0.005571429629855677,0.0072600000000000026,0.01,0.008650496637345895,0.007138361881211391,0.013200000000000017,0.0,-0.03906551417987361,-0.02063220502953201,0.0,0.0
0.56,0.009172548304271767,0.005641781543027895,0.007392000000000002,0.01,0.008257982051548644,0.006929675408309582,0.013200000000000017,0.0,-0.03942896578893861,-0.021101202205271556,-4.336808689942018e-15,0.0
0.5700000000000001,0.009253156464591376,0.005710023138021869,0.007524000000000003,0.01,0.007861917321567123,0.00671633783710596,0.01319999999999993,0.0,-0.03977546670558708,-0.021562281799585546,-6.5052130349130266e-15,0.0
0.58,0.009329786650703109,0.005776108299770014,0.0076560000000000005,0.01,0.007462472717436903,0.006498429772317871,0.013199999999999887,0.0,-0.04010486796751818,-0.022015159528926756,1.0842021724855044e-14,0.0
0.59,0.009402405918940114,0.005839991733468226,0.007788000000000001,0.01,0.0070598199622167596,0.006276034646527425,0.013200000000000147,0.0,-0.04041702796363407,-0.022459554188975373,4.336808689942018e-15,0.0
0.6,0.009470983049947444,0.005901628992700562,0.007920000000000003,0.01,0.006654132158164221,0.006049238688538364,0.013199999999999974,0.0,-0.040711812494902654,-0.022895187824182196,-1.0842021724855044e-14,0.0
0.61,0.009535488562103398,0.005960976507238994,0.008052,0.01,0.0062455837123187065,0.005818130890043781,0.01319999999999993,0.0,-0.04098909483210653,-0.023321785895999946,6.5052130349130266e-15,0.0
0.62,0.009595894724193818,0.006017991610501438,0.008184000000000002,0.01,0.005834350261522091,0.005582802970618365,0.013200000000000104,0.0,-0.041248755770326336,-0.023739077449848236,0.0,0.0
0.63,0.00965217556733384,0.006072632566651361,0.008316000000000002,0.01,0.00542060859691218,0.0053433493410468165,0.01319999999999993,0.0,-0.04149068368011939,-0.0241467952807428,-4.336808689942018e-15,0.0
0.64,0.009704306896132062,0.006124858597322374,0.008448,0.01,0.005004536587919703,0.005099867065003509,0.013200000000000017,0.0,-0.041714774555575915,-0.02454467609731576,4.336808689942018e-15,0.0
0.65,0.009752266299092234,0.006174629907951431,0.008580000000000003,0.01,0.0045863131058006615,0.004852455819100501,0.013200000000000017,0.0,-0.041920932059018486,-0.024932460684242135,0.0,0.0
0.66,0.009796033158248075,0.006221907713704384,0.008712000000000001,0.01,0.004166117946739333,0.004601217851318666,0.013200000000000017,0.0,-0.04210906756238388,-0.02530989406302484,0.0,0.0
0.67,0.009835588658027021,0.006266654264977804,0.008844000000000003,0.01,0.003744131754552984,0.0043462579378400045,0.013200000000000017,0.0,-0.04227910018535664,-0.025676725650897528,-4.336808689942018e-15,0.0
0.68,0.009870915793339135,0.006308832872461184,0.008976000000000001,0.01,0.0033205359430322004,0.0040876833383007155,0.01319999999999993,0.0,-0.04243095683014158,-0.02603270941784093,4.336808689942018e-15,0.0
0.6900000000000001,0.009901999376887665,0.006348407931743819,0.009108000000000002,0.01,0.0028955126179501522,0.003825603749483186,0.013200000000000104,0.0,-0.04256457221288399,-0.0263776040416476,-8.673617379884035e-15,0.0
0.7000000000000001,0.009928826045698138,0.006385344947450848,0.009240000000000003,0.01,0.0024692444987745206,0.0035601312574677635,0.013199999999999757,0.0,-0.04267988889170276,-0.02671117306084431,-4.336808689942018e-15,0.0
0.71,0.009951384266863155,0.006419610556893174,0.009371999999999997,0.01,0.002041914840116097,0.0032913802882662997,0.013200000000000017,0.0,-0.04277685729142753,-0.02703318502541999,3.469446951953614e-14,0.0
0.72,0.00996966434250046,0.006451172553216174,0.009504000000000004,0.01,0.00161370735294597,0.0030194675569593637,0.013200000000000451,0.0,-0.04285543572493146,-0.027343413645285544,-8.673617379884035e-15,0.0
0.73,0.009983658413922075,0.006479999908032361,0.009636000000000006,0.01,0.0011848061256174679,0.002744512015360589,0.013199999999999844,0.0,-0.04291559041096852,-0.027641637936354907,-4.7704895589362195e-14,0.0
0.74,0.00999336046501281,0.006506062793523386,0.009768,0.01,0.0007553955447265996,0.0024666347982322655,0.013199999999999497,0.0,-0.04295729548875384,-0.02792764236416714,-0.16000000000002124,0.0
0.75,0.009998766324816607,0.006529332603997007,0.009899999999999996,0.01,0.000325660215842391,0.002185959168077246,0.009999999999999419,0.0,-0.04298053302909197,-0.0282012169849433,-0.8199999999999787,0.0
0.76,0.009999873669329657,0.006549781976884931,0.009967999999999989,0.01,-0.00010421511585523985,0.0019026104585333995,-0.0032000000000000778,0.0,-0.04298529304205736,-0.028462157583974013,-1.159999999999937,0.0
0.77,0.009996682022499502,0.006567384813167675,0.009835999999999994,0.01,-0.0005340456449987561,0.0016167160163977658,-0.013199999999999323,0.0,-0.042971573481318144,-0.02871026581130736,-0.4999999999999753,0.0
0.78,0.009989192756429682,0.006582116297212886,0.009704000000000003,0.01,-0.0009636465854816027,0.0013284051423072523,-0.013199999999999584,0.0,-0.04293938024495583,-0.028945349314585343,-5.204170427930421e-14,0.0
0.79,0.00997740909078987,0.00659395291601382,0.009572000000000002,0.01,-0.0013928332498978728,0.001037809030106059,-0.013200000000000364,0.0,-0.04288872717298029,-0.029167221868974663,-3.469446951953614e-14,0.0
0.8,0.009961336091431724,0.006602872477815007,0.009439999999999995,0.01,-0.0018214211289412086,0.000745060704927759,-0.013200000000000277,0.0,-0.042819636041401335,-0.02937570350415499,2.168404344971009e-14,0.0
0.81,0.009940980668211046,0.006608854130112375,0.009307999999999997,0.01,-0.0022492259707258995,0.0004502949600229591,-0.01319999999999993,0.0,-0.042732136552800504,-0.029570620628167378,1.734723475976807e-14,0.0
0.8200000000000001,0.009916351572017207,0.0066118783770154664,0.009175999999999997,0.01,-0.0026760638599972186,0.00015364829236441148,-0.01319999999999993,0.0,-0.042626266323606866,-0.029751806148157513,0.0,0.0
0.8300000000000001,0.009887459391011101,0.006611927095959663,0.009043999999999998,0.01,-0.003101751297198037,-0.00014474116294019117,-0.01319999999999993,0.0,-0.042502070867920724,-0.029919099587844694,8.673617379884035e-15,0.0
0.84,0.009854316546073246,0.006608983553756663,0.008911999999999998,0.01,-0.003526105277355633,-0.0004447336993924824,-0.013199999999999757,0.0,-0.04235960357793292,-0.03007234720172735,0.0,0.0
0.85,0.009816937285463989,0.006603032421971813,0.008780000000000003,0.01,-0.003948943368756695,-0.0007461881069747382,-0.01319999999999993,0.0,-0.04219892570098312,-0.030211402085903675,-1.734723475976807e-14,0.0
0.86,0.009775337678698112,0.006594059791617168,0.008648,0.01,-0.0043700837913752955,-0.001048961741110556,-0.013200000000000104,0.0,-0.04202010631321803,-0.03033612428536862,-4.336808689942018e-15,0.0
0.87,0.009729535609636483,0.006582053187149602,0.008516000000000001,0.01,-0.004789345495021056,-0.0013529105926821106,-0.013200000000000017,0.0,-0.04182322228991897,-0.030446380897869614,0.0,0.0
0.88,0.00967955076879769,0.006567001579763526,0.008383999999999999,0.01,-0.005206548237173675,-0.0016578893590679482,-0.013200000000000104,0.0,-0.04160835827241201,-0.030542046174086845,0.0,0.0
0.89,0.00962540464489301,0.006548895399968243,0.008251999999999999,0.01,-0.005621512660469296,-0.0019637515161638475,-0.013200000000000017,0.0,-0.0413756066317255,-0.030623001614207487,0.0,0.0
0.9,0.009567120515588305,0.006527726549440249,0.008119999999999999,0.01,-0.006034060369808185,-0.002270349391352098,-0.013200000000000104,0.0,-0.04112506742886494,-0.03068913606073774,4.336808689942018e-15,0.0
0.91,0.009504723437496846,0.006503488412141201,0.007987999999999997,0.01,-0.006444014009046595,-0.0025775342373786023,-0.01319999999999993,0.0,-0.040856848371761435,-0.030740345787491977,1.0842021724855044e-14,0.0
0.92,0.009438240235407373,0.006476175864692677,0.007856,0.01,-0.006851197337243414,-0.0028851563071019375,-0.013199999999999887,0.0,-0.04057106476901967,-0.030776534584765498,-6.5052130349130266e-15,0.0
0.93,0.009367699490751977,0.006445785285999163,0.007723999999999999,0.01,-0.007255435304426988,-0.0031930649290739122,-0.01320000000000006,0.0,-0.040267839480317806,-0.030797613840554284,-1.0842021724855044e-14,0.0
0.9400000000000001,0.009293131529318833,0.006412314566111198,0.007591999999999999,0.01,-0.00765655412684977,-0.003501108583913023,-0.013200000000000104,0.0,-0.03994730286357648,-0.030803502617828254,6.5052130349130266e-15,0.0
0.9500000000000001,0.009214568408214982,0.006375763114320902,0.007459999999999997,0.01,-0.008054381361698518,-0.0038091349814304773,-0.01319999999999993,0.0,-0.03960959271896193,-0.030794127727762615,8.673617379884035e-15,0.0
0.96,0.009132043902084863,0.006336131866482589,0.007328,0.01,-0.008448745981229008,-0.0041169911384682754,-0.01319999999999993,0.0,-0.039254854229619184,-0.030769423798829732,-2.168404344971009e-15,0.0
0.97,0.009045593488590402,0.006293423291551537,0.007195999999999998,0.01,-0.008839478446290901,-0.004424523457407072,-0.013199999999999974,0.0,-0.03888323989922199,-0.030729333341812225,0.0,0.0
0.98,0.008955254333159045,0.006247641397334447,0.007064000000000001,0.01,-0.009226410779213448,-0.00473157780530452,-0.01319999999999993,0.0,-0.038494909486478344,-0.03067380681064623,-6.5052130349130266e-15,0.0
0.99,0.008861065273006133,0.006198791735445446,0.006932,0.01,-0.009609376636020468,-0.0050379995936199965,-0.013200000000000104,0.0,-0.03809002993640943,-0.0306028026589235,-8.673617379884035e-15,0.0
1.0,0.008763066800438635,0.0061468814054620475,0.006799999999999999,0.01,-0.009988211377941637,-0.00534363385848299,-0.013200000000000104,0.0,-0.037668775308571066,-0.03051628739223454,4.336808689942018e-15,0.0
1.01,0.0086613010454473,0.006091919058275786,0.006667999999999998,0.01,-0.01036275214219189,-0.005648325341464687,-0.013200000000000017,0.0,-0.03723132670224814,-0.030414235616146694,1.0842021724855044e-14,0.0
1.02,0.008555811757594798,0.006033914898632754,0.006535999999999998,0.01,-0.0107328379119866,-0.005951918570805924,-0.013199999999999887,0.0,-0.036777872178613176,-0.03029663007977825,2.168404344971009e-15,0.0
1.03,0.008446644287207568,0.005972880686859668,0.006404,0.01,-0.011098309585764153,-0.006254257943060252,-0.013199999999999974,0.0,-0.036308606679840566,-0.03016346171501403,-1.0842021724855044e-14,0.0
1.04,0.008333845565879515,0.005908829739771549,0.006271999999999999,0.01,-0.01145901004558341,-0.0065551878051062044,-0.013200000000000104,0.0,-0.03582373194528036,-0.030014729671280077,-6.5052130349130266e-15,0.0
1.05,0.0082174640862959,0.005841776930757544,0.006139999999999998,0.01,-0.01181478422466976,-0.006854552536485854,-0.013200000000000104,0.0,-0.03532345642479149,-0.029850441345899165,8.673617379884035e-15,0.0
1.06,0.00809754988138612,0.005771738689041832,0.006007999999999997,0.01,-0.01216547917407924,-0.007152196632024188,-0.01319999999999993,0.0,-0.03480799518913898,-0.02967061240987095,6.5052130349130266e-15,0.0
1.07,0.007974154502814315,0.00569873299811706,0.005875999999999999,0.01,-0.01251094412845254,-0.007447964784683273,-0.013199999999999974,0.0,-0.03427756983746593,-0.029475266829150516,-8.673617379884035e-15,0.0
1.08,0.007847330998817069,0.005622779393348166,0.005743999999999997,0.01,-0.01285103057082856,-0.007741701968607198,-0.013200000000000104,0.0,-0.033732408402007384,-0.02926443688140148,-4.336808689942018e-15,0.0
1.09,0.007717133891397744,0.005543898958744916,0.005611999999999997,0.01,-0.013185592296492687,-0.008033253522311302,-0.01320000000000006,0.0,-0.03317274525016294,-0.029038163168184587,6.5052130349130266e-15,0.0
1.1,0.007583619152887215,0.00546211432290194,0.005479999999999996,0.01,-0.013514485475831818,-0.00832246523197089,-0.013199999999999974,0.0,-0.032598820983713736,-0.028796494622560127,6.5052130349130266e-15,0.0
1.11,0.007446844181881108,0.005377449654105498,0.005347999999999998,0.01,-0.013837568716166962,-0.008609183414762505,-0.01319999999999993,0.0,-0.03201088233530493,-0.028539488512015296,-4.336808689942018e-15,0.0
1.12,0.007306867778563876,0.00528993065460669,0.0052159999999999975,0.01,-0.014154703122537917,-0.008893255002211196,-0.01320000000000006,0.0,-0.03140918206242593,-0.028267210436824872,-6.5052130349130266e-15,0.0
1.1300000000000001,0.007163750119430349,0.0051995845540612744,0.0050839999999999965,0.01,-0.014465752357415481,-0.009174527623499002,-0.01320000000000006,0.0,-0.030793978838777707,-0.027979734323808382,6.5052130349130266e-15,0.0
1.1400000000000001,0.007017552731415566,0.00510644010213671,0.004951999999999996,0.01,-0.01477058269931347,-0.009452849688687363,-0.01319999999999993,0.0,-0.030165537143040082,-0.027677142415397007,1.3010426069826053e-14,0.0
1.1500000000000001,0.00686833846544408,0.005010527560287527,0.004819999999999998,0.01,-0.015069063100276283,-0.009728070471806943,-0.0131999999999998,0.0,-0.02952412714519537,-0.02735952525406444,0.0,0.0
1.16,0.00671617146941004,0.004911878692700571,0.004688,0.01,-0.015361065242217378,-0.010000040193768652,-0.01319999999999993,0.0,-0.02887002459029753,-0.02702698166205447,-6.5052130349130266e-15,0.0
1.17,0.006561117160599732,0.004810526756412154,0.004555999999999999,0.01,-0.015646463592082233,-0.010268610105048032,-0.01319999999999993,0.0,-0.028203510680009994,-0.026679618716552757,0.0,0.0
1.18,0.006403242197568396,0.0047065064905996105,0.004424000000000002,0.01,-0.015925135455817578,-0.010533632568099707,-0.01319999999999993,0.0,-0.027524871951745654,-0.02631755172017485,-8.673617379884035e-15,0.0
1.19,0.006242614451483381,0.00459985410505016,0.004292000000000001,0.01,-0.016196961031117146,-0.010794961139451529,-0.013200000000000104,0.0,-0.02683440015535145,-0.025940904166694544,-8.673617379884035e-15,0.0
1.2,0.006079302976946053,0.00449060726781058,0.00416,0.01,-0.016461823458924607,-0.011052450651433598,-0.013200000000000104,0.0,-0.026132392127800608,-0.025549807702298852,7.632783294297951e-15,0.0
1.21,0.0059133779823048885,0.004378805092021488,0.004027999999999999,0.01,-0.01671960887367316,-0.011305957293497506,-0.013199999999999951,0.0,-0.02541914966559776,-0.02514440208214617,7.632783294297951e-15,0.0
1.22,0.0057449107994725895,0.00426448812194063,0.0038960000000000006,0.01,-0.016970206452236562,-0.011555338693076522,-0.013199999999999951,0.0,-0.024694979394925508,-0.024724835122210374,-7.632783294297951e-15,0.0
1.23,0.005573973853260157,0.004147698318159958,0.0037639999999999996,0.01,-0.01721350846157167,-0.011800453995941713,-0.013200000000000104,0.0,-0.02396019263984934,-0.02429126264661026,-5.464378949326942e-15,0.0
1.24,0.005400640630241156,0.0040284790420217955,0.0036319999999999985,0.01,-0.01744941030503355,-0.012041163946008727,-0.01320000000000006,0.0,-0.023215105288561765,-0.023843848430384236,2.168404344971009e-15,0.0
1.25,0.005224985647159486,0.003906875039239783,0.0034999999999999983,0.01,-0.017677810567342904,-0.012277330964549398,-0.01320000000000006,0.0,-0.022460037657526938,-0.023382764137623753,4.336808689942018e-15,0.0
1.26,0.005047084418894298,0.0037829324227308075,0.0033679999999999973,0.01,-0.017898611058184088,-0.012508819228761202,-0.013199999999999974,0.0,-0.021695314353772574,-0.0229081892550961,6.5052130349130266e-15,0.0
1.27,0.0048670134259958045,0.003656698654664559,0.003235999999999999,0.01,-0.018111716854418355,-0.01273549474965132,-0.01319999999999993,0.0,-0.02092126413535001,-0.02242031102131026,-4.336808689942018e-15,0.0
1.28,0.004684850081805931,0.003528222527737781,0.0031039999999999987,0.01,-0.018317036340891088,-0.012957225449187407,-0.01320000000000006,0.0,-0.02013821976994852,-0.021919324351079867,-8.673617379884035e-15,0.0
1.29,0.004500672699177983,0.003397554145680811,0.0029719999999999976,0.01,-0.018514481249817326,-0.013173881236672918,-0.013200000000000104,0.0,-0.01934651789190639,-0.021405431755751325,5.464378949326942e-15,0.0
1.3,0.004314560456809584,0.0032647449030043228,0.0028399999999999966,0.01,-0.018703966698729216,-0.013385334084302434,-0.013199999999999951,0.0,-0.01854649885751694,-0.02087884325889756,8.673617379884035e-15,0.0
1.31,0.004126593365203398,0.003129847463994762,0.0027079999999999986,0.01,-0.018885411226967665,-0.013591458101850869,-0.01319999999999993,0.0,-0.017738506598621688,-0.02033977630756219,-5.464378949326942e-15,0.0
1.32,0.003936852232270231,0.0029929157409673054,0.002575999999999998,0.01,-0.01905873683070165,-0.013792129610453677,-0.01320000000000006,0.0,-0.016922888474740078,-0.019788455679243047,-8.673617379884035e-15,0.0
1.33,0.0037454186285893654,0.0028540048717856886,0.0024439999999999974,0.01,-0.019223868996462466,-0.01398722721543573,-0.013200000000000104,0.0,-0.016099995123820994,-0.019225113384581296,5.464378949326942e-15,0.0
1.34,0.0035523748523409817,0.002713171196658591,0.002311999999999996,0.01,-0.01938073673317807,-0.014176631878145303,-0.013199999999999951,0.0,-0.015270180311515238,-0.018649988565752184,8.673617379884035e-15,0.0
